"","dates","DOY","TIME","TALOC","TAREF","RHLOC","RH","VLOC","VREF","SNOWMELT","POOLDEP","PCTWET","ZEN","SOLR","TSKYC","DEW","FROST","SNOWFALL","SNOWDEP","SNOWDENS","D0cm","D2.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm"
"2159",2011-06-29 10:00:00,180,1320,17.0657191915816,17.0970775061202,76.4036998143393,76.2520478914602,1.67532501274861,3.22442218857921,0,0,92.0564692846784,32.3072959638942,194.496631710768,11.483410445676,0,0,0,0,0.2178,16.8476525150366,16.2313109577464,16.2446758566673,16.2945281327542,16.3792436994912,16.4407124250322,16.4265604530838,15.8638990161767,15.1012274433276,15.0893005370291
"2160",2011-06-29 11:00:00,180,1380,16.9352091676257,16.882204579518,76.742832691846,77.0013438316447,1.57163700166217,3.02485856892774,0,0,92.0540772229227,41.0539668666537,227.842259872228,10.7711703137044,0,0,0,0,0.2178,17.2949829702543,16.4479225526634,16.3775946390032,16.3230186304085,16.372351320365,16.4176295132748,16.4021546779825,15.8687470427943,15.1040375511779,15.0893005370291
"2161",2011-06-29 12:00:00,181,0,18.2281911831225,18.3567119877829,70.3106469333791,69.7457616145456,1.4172944195122,2.72780239013262,0,0,92.0680057201085,50.777719102515,240.638995716435,9.40479126081573,0,0,0,0,0.2178,17.3891749087257,16.6099785442395,16.5072153620507,16.3799797406683,16.3795208065651,16.4012474792759,16.3794238418875,15.8730167319758,15.1068489125378,15.0893005370291
"2162",2011-06-29 13:00:00,181,60,17.9231747667386,18.0275139593858,70.2156247510631,69.7561690266269,1.27379544100788,2.45161640424524,0,0,92.067468214689,60.8613921951221,185.762741471123,9.42508094314894,0,0,0,0,0.2178,17.2686767681338,16.7369601791772,16.6072587302773,16.4466986920725,16.3986468087059,16.3929483760885,16.3587751462346,15.8767602310136,15.1096594363206,15.0893005370291
"2163",2011-06-29 14:00:00,181,120,17.5705542023737,17.7651956346269,68.2641497137533,67.4312519178059,1.16951011356251,2.25090315684589,0,0,92.0706554561321,70.8297016095203,161.961751692451,6.13967192446705,0,0,0,0,0.2178,16.3877107573219,16.639976523224,16.6147317561965,16.4953359132135,16.423426394074,16.392114495934,16.3406115906463,15.8800372462655,15.1124673609185,15.0893005370291
"2164",2011-06-29 15:00:00,181,180,14.9926253627191,15.10064117068,75.3889437357641,74.8665293258423,1.11079877506525,2.13790410225579,0,0,92.0544275827309,80.3578388956565,54.1661729179339,5.84681172542452,0,0,0,0,0.2178,14.3485718910692,16.2719579058308,16.4552247413497,16.4906521498096,16.4388090412512,16.3952871332798,16.3251112964444,15.8829119601855,15.1152710891088,15.0893005370291
"2165",2011-06-29 16:00:00,181,240,14.2696478608068,14.5080168489777,76.9539445188989,75.7760389818043,0.980742098467578,1.88758990614266,0,0,92.0500918920428,89.1268085102719,1.54621986963578,5.92313473928806,0,0,0,0,0.2178,12.9117577478076,15.6715643096528,16.087744468779,16.3908151787381,16.424215226428,16.3953476663008,16.3119650736837,15.8854460094242,15.1180692730175,15.0893005370291
"2166",2011-06-29 17:00:00,181,300,13.7824846683394,14.0309127897736,78.8739679539296,77.6113877224455,1.03250852261409,1.98722239856725,0,0,92.0434777654345,90,0,5.95462500952806,0,0,0,0,0.2178,12.3404441302205,15.1766870472456,15.6922173123898,16.2080173479104,16.3656647427666,16.3825368572733,16.3001430473466,15.8876863152114,15.1208607753029,15.0893005370291
"2167",2011-06-29 18:00:00,181,360,13.1752674324928,13.4263529085488,80.9601016159863,79.6441538989606,1.09341485129192,2.10444605136254,0,0,92.034652665296,90,0,2.7342439641655,0,0,0,0,0.2178,11.686817368884,14.779354735389,15.3424189502472,15.9966717162463,16.2702696586585,16.3505060710994,16.288004498442,15.8896514253185,15.1236445861968,15.0893005370291
"2168",2011-06-29 19:00:00,181,420,12.9418433179733,13.2319290906714,81.7006015872134,80.1657247804512,1.13553538931508,2.18551354355854,0,0,92.0312872037748,90,0,1.1463421419117,0,0,0,0,0.2178,11.1980787370762,14.3887006069846,15.0018124627944,15.7758445477053,16.1511810630602,16.2990418480855,16.2738523758046,15.8913254644273,15.1264197041617,15.0893005370291
"2169",2011-06-29 20:00:00,181,480,12.4861977529693,12.7648489284922,83.0373069700373,81.5328223146044,1.16372247379368,2.23976394866354,0,0,92.0953020681797,90,0,0.149761726228121,0,0,0,0,0.2178,10.7959280560299,14.0488338121188,14.6883667946776,15.551151102603,16.0162120767186,16.230638619576,16.2563443346798,15.8926627157853,15.1291850144135,15.0893005370291
"2170",2011-06-29 21:00:00,181,540,11.6873293922688,11.852472369353,88.1813429243599,87.224518403219,1.18490713827198,2.28053711308337,0,0,92.0666998258202,90,0,1.40483907398186,0,0,0,0,0.2178,10.6788792400967,13.7200354092999,14.4528466243871,15.3215823563522,15.8673977278985,16.1461429350751,16.2344960010825,15.8935966144217,15.1319392100968,15.0893005370291
