"","dates","DOY","TIME","TALOC","TAREF","RHLOC","RH","VLOC","VREF","SNOWMELT","POOLDEP","PCTWET","ZEN","SOLR","TSKYC","DEW","FROST","SNOWFALL","SNOWDEP","SNOWDENS","D0cm","D2.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm"
"791",1994-05-03 10:00:00,123,1320,15.3943428591022,15.5009900307044,38.6238293402729,38.3603892705577,0.547385534487341,1.05352815106159,0,0,92.0935748313222,46.5629349280706,415.114582903965,-1.09222748825511,0,0,0,0,0.2178,14.9004207741002,11.4222487365947,10.7849505752432,9.95171401892117,9.56360607697003,9.52184694503738,10.0762216038095,11.1261558195415,13.9781821326154,18.4923471283041
"792",1994-05-03 11:00:00,123,1380,15.5969030090039,15.7012412363223,38.9300715865476,38.6706808453523,0.471799987485347,0.908052071474337,0,0,92.093626208544,57.7189137102384,373.236848452722,-3.3157642982743,0,0,0,0,0.2178,15.1376321208603,11.8642902924953,11.1486263613047,10.2120094113631,9.754062409097,9.64171189783503,10.0791191644469,11.1279774233427,13.9760646236738,18.4923471283041
"793",1994-05-03 12:00:00,124,0,15.2493663838868,15.2933761131898,42.6613899407409,42.5409049910431,0.303839138281032,0.584785430753403,0,0,92.0919225432652,69.1566113772284,294.624077685431,-2.52269198598304,0,0,0,0,0.2178,15.0818978553671,12.0900228838678,11.4311441580452,10.4727334434635,9.94642428747549,9.76625957957373,10.0922573055923,11.1298969800641,13.9739654401929,18.4923471283041
"794",1994-05-03 13:00:00,124,60,13.8001233943229,14.5113252718991,53.8028097520191,51.3784504206512,0.23876593238571,0.459541978065609,0,0,92.0843892842815,80.8431244399208,80.1175685353437,-10.1658808668754,0,0,0,0,0.2178,11.2929192963524,11.7955705189851,11.5035299962082,10.6865967752751,10.132818096853,9.89463052098467,10.1147340749609,11.1321128734269,13.9718848754154,18.4923471283041
"795",1994-05-03 14:00:00,124,120,12.5489163563945,13.4862659132228,68.2791096419184,64.2182729777123,0.514063902229281,0.989395514352313,0,0,92.0658821480294,90,0,-5.10035341085501,0,0,0,0,0.2178,8.30043420376678,10.7922125134233,11.0434907346925,10.7229620610236,10.2776036181775,10.0200315230874,10.1454302984506,11.1347818784265,13.9698246893338,18.4923471283041
"796",1994-05-03 15:00:00,124,180,6.59462228918343,6.68656048902065,75.8753446242789,75.3967051317136,0.564289927202011,1.08606327024077,0,0,92.0463256508147,90,0,-5.61484386600119,0,0,0,0,0.2178,6.1643252159402,9.95459730225231,10.4451910211179,10.5741911135262,10.3366814220152,10.1251490595211,10.1823534802689,11.1380363718393,13.9677867094219,18.4923471283041
"797",1994-05-03 16:00:00,124,240,6.62029146397503,7.01200759126924,75.2536836812477,73.2545749442834,0.562247213270752,1.08213175123714,0,0,92.0489235977341,90,0,-7.85228918006391,0,0,0,0,0.2178,4.78924662963286,9.08968002621842,9.79070232304284,10.3162243850968,10.3112871668698,10.1944101747603,10.2222280296747,11.1419517560374,13.9657732040836,18.4923471283041
"798",1994-05-03 17:00:00,124,300,6.25997994648432,6.7817287288557,74.8008307762403,72.1596950549623,0.585407364859993,1.12670704624374,0,0,92.0507758780435,90,0,-12.0425991841191,0,0,0,0,0.2178,3.7867450307779,8.40056221539818,9.19396035363759,9.99969707609832,10.2180948174022,10.2215365824324,10.2612715340983,11.146530483025,13.9637865746071,18.4923471283041
"799",1994-05-03 18:00:00,124,360,6.0836685061362,6.74574762021477,74.1074397657129,70.8001419158715,0.642928543946467,1.23741545490969,0,0,92.0532094253949,90,0,-15.3029105062263,0,0,0,0,0.2178,2.84087453813708,7.69293992963868,8.69615640984222,9.65580904382301,10.0799680434113,10.2080029120611,10.2960126760602,11.1517017527865,13.9618290879368,18.4923471283041
"800",1994-05-03 19:00:00,124,420,5.90110316137688,6.65718672587594,72.960471160032,69.2500238660937,0.640080984951729,1.23193488705805,0,0,92.0871028314619,90,0,-17.2534322125152,0,0,0,0,0.2178,2.20364334158452,7.23274012150211,8.08505052214938,9.33488589017679,9.9054415344435,10.1604080595174,10.3237635985106,11.1573379905481,13.9599026142622,18.4923471283041
