ID,Trial,Fam,Temp,lnTMG,pop
CA2C3,2,2CA,35,0.161938125,CA
CA2C3,3,2CA,20,0.157854517,CA
CA2C4,1,2CA,35,0.282202257,CA
CA2C4,2,2CA,40,-0.112705873,CA
CA2C4,3,2CA,30,-0.012469732,CA
CA2C5,1,2CA,30,0.176043977,CA
CA2C5,2,2CA,40,-0.002926116,CA
CA2C5,3,2CA,25,0.068840448,CA
CA2C6,1,2CA,30,0.250898,CA
CA2C6,2,2CA,35,0.005277048,CA
CA2C6,3,2CA,20,0.292106939,CA
CA2C6,4,2CA,25,0.125236524,CA
CA2C7,1,2CA,15,0.11891614,CA
CA2C7,2,2CA,35,0.056400604,CA
CA2C7,3,2CA,30,0.052836477,CA
CA3C1,1,3CA,15,0.053265465,CA
CA3C1,2,3CA,30,0.076111272,CA
CA3C2,1,3CA,20,0.262402376,CA
CA3C2,2,3CA,40,0.073100219,CA
CA3C2,3,3CA,30,0.253861417,CA
CA3C3,1,3CA,25,0.235937026,CA
CA3C3,2,3CA,30,0.05320347,CA
CA3C3,3,3CA,40,0.116821524,CA
CA3C3,4,3CA,35,0.065060682,CA
CA3C4,1,3CA,30,0.312692141,CA
CA3C4,2,3CA,25,-0.030288312,CA
CA4B1,1,4CA,30,-0.032206815,CA
CA4B10,1,4CA,35,0.216242249,CA
CA4B10,2,4CA,25,0.021707169,CA
CA4B10,3,4CA,40,-0.006511129,CA
CA4B2,1,4CA,15,0.108889416,CA
CA4B2,2,4CA,30,0.087659718,CA
CA4B2,3,4CA,20,0.06221603,CA
CA4B3,1,4CA,20,0.0678621,CA
CA4B3,2,4CA,40,-0.035329672,CA
CA4B3,3,4CA,35,0.036200083,CA
CA4B3,4,4CA,25,0.018547274,CA
CA4B4,1,4CA,25,0.061780974,CA
CA4B4,2,4CA,40,-0.054168268,CA
CA4B4,3,4CA,30,0.024540185,CA
CA4B4,4,4CA,35,0.076512062,CA
CA4B5,1,4CA,30,0.013179619,CA
CA4B5,2,4CA,25,-0.017316125,CA
CA4B6,1,4CA,35,0.116262353,CA
CA4B6,2,4CA,20,0.121352895,CA
CA4B6,3,4CA,40,0.228820702,CA
CA4B6,4,4CA,25,0.223568232,CA
CA4B7,1,4CA,15,0.074975312,CA
CA4B7,2,4CA,25,0.019880879,CA
CA4B7,3,4CA,30,0.022620411,CA
CA4B8,1,4CA,35,0.267323729,CA
CA4B8,2,4CA,30,0.131594349,CA
CA4B8,3,4CA,25,0.194812639,CA
CA4B8,4,4CA,20,0.091376368,CA
CA4B9,1,4CA,30,0.17928453,CA
CA4B9,2,4CA,20,0.090151944,CA
CA4B9,3,4CA,35,0.157690336,CA
CA4B9,4,4CA,25,-0.012934564,CA
CA4C1,1,4CA,35,-0.11054886,CA
CA4C2,1,4CA,25,0.255490911,CA
CA4C2,2,4CA,35,0.024208199,CA
CA4C2,3,4CA,30,0.214019786,CA
CA4C3,1,4CA,30,0.068578147,CA
CA4C3,2,4CA,35,-0.030075755,CA
CA4C3,3,4CA,40,0.076637729,CA
CA4C3,4,4CA,20,0.003041826,CA
CA4C4,1,4CA,20,0.115929081,CA
CA4C4,2,4CA,35,0.042706249,CA
CA4C4,3,4CA,30,0.256310071,CA
CA4C4,4,4CA,15,0.112854305,CA
CA4C5,1,4CA,35,0.147056053,CA
CA4C5,2,4CA,40,-0.208785391,CA
CA4C5,3,4CA,20,0.190401553,CA
CA4C5,4,4CA,15,0,CA
CA5C1,1,5CA,30,0.16435436,CA
CA5C1,2,5CA,35,-0.019495059,CA
CA6C1,1,6CA,15,-0.014348407,CA
CA6C2,1,6CA,35,0.247943347,CA
CA6C2,2,6CA,40,0.089813328,CA
CA6C2,3,6CA,30,0.107691313,CA
CA6C2,4,6CA,20,-0.001324065,CA
CA6C3,1,6CA,25,0.180635512,CA
CA6C3,2,6CA,30,-0.018838444,CA
CA6C3,3,6CA,40,-0.066105166,CA
CA6C4,1,6CA,35,0.080449603,CA
CA6C4,2,6CA,20,0.00160064,CA
CA6C4,3,6CA,25,0.003177125,CA
CA6C4,4,6CA,30,-0.044487469,CA
CA6C5,1,6CA,20,0.228120851,CA
CA6C5,2,6CA,30,-0.006060611,CA
CA6C5,3,6CA,35,-0.018083306,CA
CA6C6,1,6CA,35,0.372025141,CA
CA6C6,2,6CA,20,-0.06991737,CA
CA6C6,3,6CA,30,0.342431881,CA
CA6C6,4,6CA,15,0.071270128,CA
NC1B1,1,1NC,15,0.118982975,NC
NC1B2,1,1NC,15,0.147631002,NC
NC1B3,1,1NC,15,0.158102245,NC
NC1B4,1,1NC,15,0.019326924,NC
NC1B5,1,1NC,15,0.228951955,NC
NC1B6,1,1NC,15,0.083469357,NC
NC1B7,1,1NC,15,0.105057679,NC
NC1B8,1,1NC,15,0.076282792,NC
NC1B9,1,1NC,15,0.051619939,NC
NC1B10,1,1NC,15,0.063270715,NC
NC2C1,1,2NC,25,0.118689644,NC
NC2C2,1,2NC,25,0.104608443,NC
NC2C3,1,2NC,25,0.210181168,NC
NC2C4,1,2NC,25,0.190077387,NC
NC2C5,1,2NC,25,0.121289074,NC
NC2C6,1,2NC,25,0.201553825,NC
NC2C7,1,2NC,25,0.144584624,NC
NC2C8,1,2NC,25,0.168772316,NC
NC2C9,1,2NC,25,0.268392131,NC
NC2C10,1,2NC,25,0.195496134,NC
NC2C11,1,2NC,30,0.363886807,NC
NC2C12,1,2NC,30,0.2839668,NC
NC2C13,1,2NC,30,0.014173875,NC
NC2C14,1,2NC,30,0.190423411,NC
NC2C15,1,2NC,30,0.286382766,NC
NC2C16,1,2NC,30,0.117096591,NC
NC2C17,1,2NC,30,0.31870036,NC
NC2C18,1,2NC,30,0.280549877,NC
NC2C19,1,2NC,30,0.195367763,NC
NC2C20,1,2NC,30,0.272504095,NC
NC1B13,2,1NC,15,0.002604475,NC
NC1B14,2,1NC,15,-0.013161878,NC
NC1B16,2,1NC,15,0.005858859,NC
NC2C11,2,2NC,15,-0.009691577,NC
NC2C18,2,2NC,15,0.023761235,NC
NC2C20,2,2NC,15,0.011623477,NC
NC2C4,2,2NC,15,0.029654665,NC
NC2C7,2,2NC,15,0.021979698,NC
NC1B11,2,1NC,25,0.042899434,NC
NC1B15,2,1NC,25,0.090240871,NC
NC1B20,2,1NC,25,0.071582283,NC
NC1B4,2,1NC,25,0.147039497,NC
NC2C14,2,2NC,25,0.136131315,NC
NC2C15,2,2NC,25,0.011431572,NC
NC2C16,2,2NC,25,0.033493606,NC
NC2C19,2,2NC,25,0.050926776,NC
NC1B1,2,1NC,30,0.303019626,NC
NC1B18,2,1NC,30,0.310639981,NC
NC1B19,2,1NC,30,0.150161702,NC
NC1B3,2,1NC,30,0.19932609,NC
NC1B5,2,1NC,30,0.210538141,NC
NC1B7,2,1NC,30,0.243892038,NC
NC2C10,2,2NC,30,0.111839945,NC
NC2C8,2,2NC,30,0.224279734,NC
NC1B2,2,1NC,35,0.046487981,NC
NC1B6,2,1NC,35,0.241980942,NC
NC2C1,2,2NC,35,0.150608766,NC
NC2C12,2,2NC,35,0.093268433,NC
NC2C17,2,2NC,35,0.11890361,NC
NC2C2,2,2NC,35,0.024329459,NC
NC2C3,2,2NC,35,0.058102195,NC
NC2C6,2,2NC,35,0.133962662,NC
NC2C9,2,2NC,35,0.109107738,NC
NC2C6,3,2NC,15,0,NC
NC2C12,3,2NC,15,0.025442039,NC
NC1B19,3,1NC,15,0.007489087,NC
NC1B15,3,1NC,15,0.114241751,NC
NC2C1,3,2NC,15,0.044491218,NC
NC1B11,3,1NC,15,0.005391877,NC
NC2C9,3,2NC,25,0.114316828,NC
NC1B18,3,1NC,25,0.147897184,NC
NC1B6,3,1NC,25,0.254709441,NC
NC1B3,3,1NC,25,0.041117454,NC
NC2C11,3,2NC,25,0.162635739,NC
NC1B16,3,1NC,25,0.001479837,NC
NC1B2,3,1NC,30,0.204053348,NC
NC2C3,3,2NC,30,0.267730766,NC
NC2C2,3,2NC,30,0.173001564,NC
NC1B7,3,1NC,30,0.170287054,NC
NC2C4,3,2NC,30,0.153958898,NC
NC1B20,3,1NC,30,0.170336117,NC
NC1B13,3,1NC,30,0,NC
NC2C15,3,2NC,35,-0.013377976,NC
NC2C14,3,2NC,35,0.131713153,NC
NC1B1,3,1NC,35,0.164589623,NC
NC1B5,3,1NC,35,0.154008013,NC
NC2C16,3,2NC,35,0.196946142,NC
NC1B4,3,1NC,35,0.111576455,NC
NC5A4,1,5NC,15,0.112106638,NC
NC5A3,1,5NC,15,0.160220482,NC
NC5A2,1,5NC,20,0.176495359,NC
NC5A1,1,5NC,20,0.106327698,NC
NC3C1,1,3NC,15,0.050432472,NC
NC5A1,2,5NC,15,0.002621232,NC
NC5A4,2,5NC,20,0.263538555,NC
NC5A3,2,5NC,25,0.264139968,NC
NC6C1,1,6NC,25,0.025244168,NC
NC5A4,3,5NC,25,0.028480717,NC
NC5A1,3,5NC,30,0.207426138,NC
NC6C1,3,6NC,20,0.167251601,NC
NC3C2,1,3NC,15,0.174271495,NC
NC8C3,1,7NC,15,0.154331855,NC
NC4G2,1,4NC,15,0.162514917,NC
NC8G4,1,7NC,20,0.007155643,NC
NC8E7,1,7NC,20,0.082203351,NC
NC6F1,1,6NC,20,0.118245294,NC
NC6G1,1,6NC,20,0.156537428,NC
NC3C3,1,3NC,20,0.089880326,NC
NC8C2,1,7NC,20,0.119075162,NC
NC8C6,1,7NC,20,-0.004554082,NC
NC8F3,1,7NC,20,0.142015477,NC
NC8C9,1,7NC,20,0.051828578,NC
NC8G1,1,7NC,20,0.358349302,NC
NC6E4,1,6NC,20,0.206843182,NC
NC8E5,1,7NC,20,0.185644869,NC
NC8G2,1,7NC,20,0.167417954,NC
NC8F5,1,7NC,20,0.089583516,NC
NC4G1,1,4NC,20,0.057793947,NC
NC6E5,1,6NC,20,0.103214856,NC
NC3C5,1,3NC,20,0.069478233,NC
NC3C6,1,3NC,20,0.088083872,NC
NC6E6,1,6NC,20,0.17134089,NC
NC8G3,1,7NC,20,0.089933407,NC
NC8E6,1,7NC,20,0.129879879,NC
NC4H2,1,4NC,20,-0.028904053,NC
NC8F4,1,7NC,20,0.130095113,NC
NC6D1,1,6NC,20,0.150241261,NC
NC3C7,1,3NC,20,0.111250126,NC
NC6G4,1,6NC,25,0.199324989,NC
NC8C1,1,7NC,25,0.064563385,NC
NC8C5,1,7NC,25,0.212589317,NC
NC6G3,1,6NC,30,0.303252977,NC
NC8E1,1,7NC,30,0.091275931,NC
NC8C4,1,7NC,30,0.176505244,NC
NC6F2,1,6NC,35,0.098639319,NC
NC6G2,1,6NC,35,0.17878267,NC
NC8E2,1,7NC,35,0.032819903,NC
NC8F1,1,7NC,35,0.189001145,NC
NC6E1,1,6NC,35,0.169798888,NC
NC6E3,1,6NC,35,0.193292371,NC
NC8C8,1,7NC,35,0.089437658,NC
NC8E4,1,7NC,35,0.039522867,NC
NC4H1,1,4NC,35,0.23203562,NC
NC8E3,1,7NC,35,0.157619993,NC
NC8C7,1,7NC,35,0.120066054,NC
NC8F2,1,7NC,35,0.135178493,NC
NC6E2,1,6NC,35,0.110463262,NC
NC3C4,1,3NC,35,0.211370277,NC
NC8F4,2,7NC,15,0.173198085,NC
NC8C9,2,7NC,15,0.006042301,NC
NC8E6,2,7NC,15,0.141325082,NC
NC3C3,2,3NC,15,0.142823388,NC
NC3C6,2,3NC,15,-0.02933283,NC
NC8F5,2,7NC,15,0.071987205,NC
NC6G1,2,6NC,15,0,NC
NC8E3,2,7NC,15,0.098160964,NC
NC6F2,2,6NC,15,-0.001226618,NC
NC4H1,2,4NC,15,0.146090801,NC
NC8C4,2,7NC,15,0.086093878,NC
NC6G4,2,6NC,15,0.049781775,NC
NC8E4,2,7NC,20,0.180486024,NC
NC8C5,2,7NC,20,0.208720031,NC
NC6E1,2,6NC,20,0.19118728,NC
NC8E1,2,7NC,20,0.049988717,NC
NC8F2,2,7NC,20,0.197892946,NC
NC3C4,2,3NC,20,0.046513724,NC
NC4G2,2,4NC,20,0.030780132,NC
NC8G2,2,7NC,25,0.106003069,NC
NC8G3,2,7NC,25,0.136239429,NC
NC8C2,2,7NC,25,0.077488732,NC
NC6E6,2,6NC,25,0.204482469,NC
NC4G1,2,4NC,25,0.069356795,NC
NC8G1,2,7NC,25,0.216427169,NC
NC6E2,2,6NC,25,0.008928586,NC
NC8F1,2,7NC,25,0.148812336,NC
NC6G3,2,6NC,25,0.227814642,NC
NC8C3,2,7NC,25,0.088789105,NC
NC8C7,2,7NC,30,0.075480656,NC
NC8E2,2,7NC,30,0.093387646,NC
NC8C8,2,7NC,30,0.064717477,NC
NC6E3,2,6NC,30,0.201421092,NC
NC3C7,2,3NC,30,0.165027237,NC
NC6F1,2,6NC,30,0.102144621,NC
NC6E4,2,6NC,30,0.142961604,NC
NC6E5,2,6NC,30,0.144902607,NC
NC8G4,2,7NC,30,0.079612501,NC
NC8C1,2,7NC,35,0.068649485,NC
NC6D1,2,6NC,35,0.136286508,NC
NC8F3,2,7NC,35,0.13906946,NC
NC8E5,2,7NC,35,0.051709874,NC
NC3C5,2,3NC,35,0.123933447,NC
NC8E7,2,7NC,35,0.204393164,NC
NC8F1,3,7NC,15,0.038536838,NC
NC8E4,3,7NC,15,-0.02479883,NC
NC8F2,3,7NC,15,-0.020342293,NC
NC6E4,3,6NC,15,0.180224309,NC
NC3C5,3,3NC,15,0.003572493,NC
NC8E5,3,7NC,15,0.146557019,NC
NC6E1,3,6NC,15,-0.020654228,NC
NC4G1,3,4NC,15,0.072503965,NC
NC8G3,3,7NC,15,0.000853789,NC
NC6E3,3,6NC,20,0.15973204,NC
NC8C7,3,7NC,20,-0.00709041,NC
NC8E2,3,7NC,20,0,NC
NC8C8,3,7NC,20,0,NC
NC6E2,3,6NC,20,-0.018348753,NC
NC6G3,3,6NC,20,-0.012494463,NC
NC8C4,3,7NC,20,-0.010484952,NC
NC6G4,3,6NC,20,-0.022402226,NC
NC6E5,3,6NC,25,0.176511999,NC
NC8G4,3,7NC,25,-0.008010692,NC
NC8F3,3,7NC,25,0.17625174,NC
NC8F4,3,7NC,25,0.148662788,NC
NC6F1,3,6NC,25,0.080547798,NC
NC3C3,3,3NC,25,-0.014228184,NC
NC6G1,3,6NC,25,0.189658127,NC
NC4H1,3,4NC,25,0,NC
NC8C1,3,7NC,30,0.217297035,NC
NC3C4,3,3NC,30,0.196764758,NC
NC8E3,3,7NC,30,0.110428046,NC
NC6F2,3,6NC,30,0.06170424,NC
NC8C5,3,7NC,30,0.064521724,NC
NC6D1,3,6NC,30,0.249755102,NC
NC4G2,3,4NC,30,0.063988946,NC
NC8C9,3,7NC,30,0.112507691,NC
NC8E7,3,7NC,30,0.179944298,NC
NC3C7,3,3NC,35,0.09041828,NC
NC8G1,3,7NC,35,0.048116044,NC
NC3C6,3,3NC,35,0.04424012,NC
NC8F5,3,7NC,35,0.133177708,NC
NC8C2,3,7NC,35,0.154409352,NC
NC6E6,3,6NC,35,0.210975306,NC
NC8E1,3,7NC,35,0.105501131,NC
NC8E6,3,7NC,35,0.126607253,NC
NC8G2,3,7NC,35,0.250192287,NC
G10B6,3,4Gun,13,0,Gun
G10B8,3,4Gun,13,-0.016250815,Gun
G11A16,1,5Gun,13,0.122601052,Gun
G11A18,1,5Gun,13,0.00146789,Gun
G13A16,3,6Gun,13,0.060438971,Gun
G13A17,3,6Gun,13,0.076794077,Gun
G16D1,1,7Gun,13,-0.012907056,Gun
G17A16,1,8Gun,13,-0.002666667,Gun
G17B2,4,8Gun,13,-0.033479188,Gun
G18A9,4,9Gun,13,0.009230786,Gun
G18D2,3,9Gun,13,0.059419799,Gun
G23B17,1,11Gun,13,0.112472028,Gun
G23B18,1,11Gun,13,0.105064392,Gun
G23B19,1,11Gun,13,0.149385923,Gun
G23B20,1,11Gun,13,0.113783594,Gun
G26A17,1,12Gun,13,0.07920753,Gun
G29A7,3,14Gun,13,-0.010849936,Gun
G10B1,2,4Gun,15,-0.067276718,Gun
G10B8,2,4Gun,15,0.092561505,Gun
G11A2,1,5Gun,15,-0.021001243,Gun
G11A7,1,5Gun,15,-0.05066851,Gun
G13A1,2,6Gun,15,0.08657799,Gun
G13A12,3,6Gun,15,0.118367125,Gun
G13A13,1,6Gun,15,-0.082675376,Gun
G13A14,3,6Gun,15,0,Gun
G13A16,2,6Gun,15,0.144316866,Gun
G13A2,1,6Gun,15,0,Gun
G13A6,1,6Gun,15,0,Gun
G13A9,3,6Gun,15,0.021983995,Gun
G17A1,3,8Gun,15,-0.103583018,Gun
G17A11,3,8Gun,15,0.037241468,Gun
G17A12,2,8Gun,15,0.041617169,Gun
G17A13,2,8Gun,15,0.061328847,Gun
G17A2,2,8Gun,15,0.036554542,Gun
G17A3,2,8Gun,15,0.072421706,Gun
G17A4,2,8Gun,15,0.107948127,Gun
G17A5,2,8Gun,15,0.038148296,Gun
G17A6,2,8Gun,15,0.165666276,Gun
G17A7,1,8Gun,15,0.131958616,Gun
G17A8,1,8Gun,15,-0.019017576,Gun
G18A1,3,9Gun,15,-0.059012745,Gun
G18A2,1,9Gun,15,0.202548657,Gun
G18A6,1,9Gun,15,0.081156719,Gun
G18A7,1,9Gun,15,0.005256245,Gun
G18A9,1,9Gun,15,0.284210647,Gun
G18C1,1,9Gun,15,0.107440661,Gun
G23B1,2,11Gun,15,0.075249471,Gun
G23B4,3,11Gun,15,0.132509613,Gun
G23B6,2,11Gun,15,0.103463162,Gun
G26A1,3,12Gun,15,-0.029383486,Gun
G26A10,3,12Gun,15,-0.007312622,Gun
G26A11,3,12Gun,15,0.092592954,Gun
G26A2,2,12Gun,15,0.220029167,Gun
G26A3,3,12Gun,15,0.110119554,Gun
G26A4,1,12Gun,15,0.121420484,Gun
G26A5,1,12Gun,15,0.028571914,Gun
G26A9,1,12Gun,15,0.140456874,Gun
G29A6,1,14Gun,15,0.007870927,Gun
G6B1,1,1Gun,15,0.174433221,Gun
G7A4,3,2Gun,15,0.122368257,Gun
G10B2,2,4Gun,20,-0.001057362,Gun
G10B4,2,4Gun,20,0.119709344,Gun
G10B5,1,4Gun,20,0.057488988,Gun
G10B9,1,4Gun,20,0.117996682,Gun
G11A1,2,5Gun,20,0.138591161,Gun
G11A2,2,5Gun,20,0.197307731,Gun
G11A5,3,5Gun,20,0.146314033,Gun
G11A6,1,5Gun,20,0.014563171,Gun
G13A12,1,6Gun,20,-0.074496508,Gun
G13A13,3,6Gun,20,0.171398943,Gun
G13A16,1,6Gun,20,0.095209817,Gun
G13A18,2,6Gun,20,0.09606175,Gun
G13A3,3,6Gun,20,0.009075455,Gun
G13A5,1,6Gun,20,0.063416854,Gun
G13A6,3,6Gun,20,0.116571874,Gun
G13A8,2,6Gun,20,0.117081772,Gun
G13A9,2,6Gun,20,0.0158773,Gun
G17A1,1,8Gun,20,0.124433905,Gun
G17A10,2,8Gun,20,0.239885878,Gun
G17A11,1,8Gun,20,0.229296474,Gun
G17A3,3,8Gun,20,0.04397838,Gun
G17A6,1,8Gun,20,0.215914283,Gun
G17A8,3,8Gun,20,0.203233891,Gun
G17B1,3,8Gun,20,0.099587671,Gun
G17B3,1,8Gun,20,0.152365802,Gun
G18A10,2,9Gun,20,-0.014433548,Gun
G18A11,2,9Gun,20,0.078745247,Gun
G18A2,3,9Gun,20,0.141235134,Gun
G18A3,2,9Gun,20,0.037890172,Gun
G18A5,1,9Gun,20,0.160085415,Gun
G18A6,2,9Gun,20,0.010715678,Gun
G18A7,3,9Gun,20,0.079069592,Gun
G18A8,2,9Gun,20,0.180893615,Gun
G18A9,2,9Gun,20,0.039817548,Gun
G18C1,3,9Gun,20,0.062983928,Gun
G18C3,2,9Gun,20,0.071912412,Gun
G18D1,1,9Gun,20,0.075031127,Gun
G20C1,2,10Gun,20,0.043615436,Gun
G20C2,1,10Gun,20,0.061860601,Gun
G23B1,1,11Gun,20,0.194442088,Gun
G23B2,2,11Gun,20,0.056620908,Gun
G23B3,2,11Gun,20,0.206925964,Gun
G23B4,1,11Gun,20,0.242072872,Gun
G23B5,3,11Gun,20,0.001614857,Gun
G23B6,1,11Gun,20,0.223855457,Gun
G23C1,2,11Gun,20,0.048751612,Gun
G23C2,1,11Gun,20,0.050035526,Gun
G23C2,1,11Gun,20,0.147396328,Gun
G26A1,2,12Gun,20,0.346393298,Gun
G26A10,2,12Gun,20,0.336204292,Gun
G26A11,2,12Gun,20,0.095227387,Gun
G26A12,1,12Gun,20,0.223020795,Gun
G26A13,1,12Gun,20,0.165142308,Gun
G26A2,3,12Gun,20,0.125298109,Gun
G26A3,2,12Gun,20,-0.037038096,Gun
G26A4,2,12Gun,20,0.113090552,Gun
G26A5,3,12Gun,20,0.110869414,Gun
G26A6,3,12Gun,20,0.12588424,Gun
G26A8,1,12Gun,20,-0.053622515,Gun
G29A1,2,14Gun,20,0.272502005,Gun
G29A2,1,14Gun,20,0.077211961,Gun
G29A3,1,14Gun,20,0.158711317,Gun
G6B1,3,1Gun,20,0.203633514,Gun
G6B2,1,1Gun,20,0.020539333,Gun
G7A1,3,2Gun,20,0.040796927,Gun
G7A2,1,2Gun,20,0,Gun
G7A3,2,2Gun,20,0.078253495,Gun
G7A4,2,2Gun,20,0.28460368,Gun
G10B1,1,4Gun,25,0.236377625,Gun
G10B2,1,4Gun,25,0.108838206,Gun
G10B6,1,4Gun,25,-0.024067679,Gun
G11A1,1,5Gun,25,0,Gun
G11A2,3,5Gun,25,0.092961389,Gun
G11A3,2,5Gun,25,0.195003162,Gun
G11A5,1,5Gun,25,0.11299807,Gun
G11A7,2,5Gun,25,-0.021108375,Gun
G13A1,3,6Gun,25,0.119864681,Gun
G13A11,1,6Gun,25,0.260905777,Gun
G13A14,2,6Gun,25,0.071129507,Gun
G13A17,1,6Gun,25,0.173495814,Gun
G13A3,1,6Gun,25,0.133284937,Gun
G13A4,1,6Gun,25,0.317847917,Gun
G13A5,2,6Gun,25,0.278995204,Gun
G13A6,2,6Gun,25,0.197261207,Gun
G13A7,2,6Gun,25,0.203565389,Gun
G13A8,1,6Gun,25,0.493720156,Gun
G17A1,2,8Gun,25,0.147315095,Gun
G17A10,1,8Gun,25,0.270297031,Gun
G17A5,1,8Gun,25,0.211289844,Gun
G17A6,3,8Gun,25,0.073085055,Gun
G17A7,3,8Gun,25,0.193820076,Gun
G17B1,2,8Gun,25,0.252152516,Gun
G17B2,1,8Gun,25,0.424435416,Gun
G17B4,1,8Gun,25,0.078508373,Gun
G187A2,1,9Gun,25,0.094030844,Gun
G18A1,2,9Gun,25,0.126802465,Gun
G18A3,3,9Gun,25,0.199228811,Gun
G18A4,1,9Gun,25,0.288730282,Gun
G18A5,3,9Gun,25,-0.040548779,Gun
G18A7,2,9Gun,25,0.101104558,Gun
G18C3,1,9Gun,25,0.22416162,Gun
G18D2,1,9Gun,25,0.181308737,Gun
G20C2,2,10Gun,25,0.134758864,Gun
G23B2,1,11Gun,25,0.027558375,Gun
G23B3,3,11Gun,25,0.068781985,Gun
G23B5,1,11Gun,25,0.371434292,Gun
G23C1,1,11Gun,25,0.200992222,Gun
G23C3,1,11Gun,25,0.130362878,Gun
G26A1,1,12Gun,25,0.156960819,Gun
G26A11,1,12Gun,25,0.07092262,Gun
G26A12,2,12Gun,25,-0.068770966,Gun
G26A13,2,12Gun,25,0.129077042,Gun
G26A6,1,12Gun,25,0.154439112,Gun
G29A1,3,14Gun,25,0.161764777,Gun
G29A2,3,14Gun,25,0.172298467,Gun
G29A3,2,14Gun,25,0.272071258,Gun
G29A4,1,14Gun,25,0.205173178,Gun
G29A5,2,14Gun,25,0.122949757,Gun
G6B1,2,1Gun,25,0.14110609,Gun
G6B2,2,1Gun,25,0.163687938,Gun
G7A1,2,2Gun,25,0.075360467,Gun
G7A3,1,2Gun,25,0.022284353,Gun
G10B1,3,4Gun,30,0.090225447,Gun
G10B3,1,4Gun,30,0.108678645,Gun
G10B7,1,4Gun,30,0.235566071,Gun
G11A1,3,5Gun,30,0.176829772,Gun
G11A3,1,5Gun,30,-0.019084114,Gun
G11A5,2,5Gun,30,0.277222782,Gun
G11A6,2,5Gun,30,0.215547627,Gun
G13A1,1,6Gun,30,0.208155252,Gun
G13A11,2,6Gun,30,0.11635328,Gun
G13A13,2,6Gun,30,0.294095692,Gun
G13A14,1,6Gun,30,0.080314644,Gun
G13A18,1,6Gun,30,0.166366648,Gun
G13A2,2,6Gun,30,-0.034899099,Gun
G13A3,2,6Gun,30,0.211175525,Gun
G13A4,2,6Gun,30,0.30714829,Gun
G13A7,1,6Gun,30,0.13692389,Gun
G13A9,1,6Gun,30,0.221774766,Gun
G17A11,2,8Gun,30,0.212550858,Gun
G17A12,1,8Gun,30,0.205163267,Gun
G17A2,3,8Gun,30,0.330959554,Gun
G17A3,1,8Gun,30,0,Gun
G17A4,1,8Gun,30,0.134843179,Gun
G17A7,2,8Gun,30,0.237687123,Gun
G17A9,1,8Gun,30,0.077260016,Gun
G17B1,1,8Gun,30,0.403140761,Gun
G17B2,2,8Gun,30,0.038605505,Gun
G18A1,1,9Gun,30,0.125292181,Gun
G18A10,1,9Gun,30,0.15745833,Gun
G18A2,2,9Gun,30,0.254813986,Gun
G18A3,1,9Gun,30,0.073710185,Gun
G18A4,2,9Gun,30,0.144223927,Gun
G18A5,2,9Gun,30,0.176651067,Gun
G18A6,3,9Gun,30,0.19740782,Gun
G18A8,1,9Gun,30,-0.008474589,Gun
G18C1,2,9Gun,30,0.201413694,Gun
G18C2,1,9Gun,30,0.138389335,Gun
G18D1,2,9Gun,30,0.128195133,Gun
G23B3,1,11Gun,30,0.347465339,Gun
G23C1,3,11Gun,30,0.227741675,Gun
G23C2,2,11Gun,30,0.135519809,Gun
G23C4,1,11Gun,30,0.234775089,Gun
G26A10,1,12Gun,30,0.078547671,Gun
G26A2,1,12Gun,30,0.195383006,Gun
G26A3,1,12Gun,30,0.189651289,Gun
G26A5,2,12Gun,30,0.209550242,Gun
G26A7,1,12Gun,30,0.036804913,Gun
G26A8,2,12Gun,30,0.166980893,Gun
G29A1,1,14Gun,30,0.197223427,Gun
G29A2,2,14Gun,30,0.413956707,Gun
G29A4,2,14Gun,30,0.26493701,Gun
G29A5,1,14Gun,30,0.24404556,Gun
G29A6,2,14Gun,30,-0.11529746,Gun
G7A1,1,2Gun,30,0.325896781,Gun
G7A4,1,2Gun,30,0.211264436,Gun
G10B4,1,4Gun,33,0.201663223,Gun
G10B8,1,4Gun,33,0.061478078,Gun
G11A3,3,5Gun,33,0.295271998,Gun
G11A6,3,5Gun,33,0.321566066,Gun
G13A12,2,6Gun,33,0.237203403,Gun
G13A15,1,6Gun,33,0.260555984,Gun
G13A5,3,6Gun,33,0.151508445,Gun
G17A13,1,8Gun,33,0.279171803,Gun
G17A4,3,8Gun,33,0.21801576,Gun
G17A8,2,8Gun,33,0.348455502,Gun
G17A9,2,8Gun,33,0.044830567,Gun
G18A11,1,9Gun,33,0.062917416,Gun
G18C2,2,9Gun,33,0.158787809,Gun
G20C1,2,10Gun,33,0.128122616,Gun
G23B2,3,11Gun,33,0.179255836,Gun
G23B4,2,11Gun,33,0.281247242,Gun
G23B5,2,11Gun,33,0.200519293,Gun
G26A6,2,12Gun,33,0.285559235,Gun
G26A7,2,12Gun,33,0.237584175,Gun
G26A9,2,12Gun,33,0.200166917,Gun
G29A3,3,14Gun,33,0.293382103,Gun
G29A7,1,14Gun,33,0.123230066,Gun
G10B5,2,4Gun,35,0.142643801,Gun
G10B6,2,4Gun,35,0.157749835,Gun
G10B7,2,4Gun,35,0.227019394,Gun
G10B9,2,4Gun,35,0.224488899,Gun
G13A15,2,6Gun,35,0.1979118,Gun
G13A17,2,6Gun,35,0.194875442,Gun
G13A4,3,6Gun,35,0.263101696,Gun
